   3000.0   0.000   0.000   0.000   0.000
   3050.0   0.091   0.000   0.000   0.000
   3100.0   0.356   0.000   0.000   0.000
   3150.0   0.623   0.000   0.000   0.000
   3200.0   0.774   0.000   0.000   0.000
   3250.0   0.822   0.000   0.000   0.000
   3300.0   0.844   0.000   0.000   0.000
   3350.0   0.862   0.000   0.000   0.000
   3400.0   0.878   0.000   0.000   0.000
   3450.0   0.898   0.000   0.000   0.000
   3500.0   0.944   0.000   0.000   0.000
   3550.0   1.092   0.000   0.000   0.000
   3600.0   1.345   0.005   0.000   0.000
   3650.0   1.622   0.023   0.000   0.000
   3700.0   1.816   0.062   0.000   0.000
   3750.0   1.876   0.124   0.000   0.000
   3800.0   1.825   0.304   0.000   0.000
   3850.0   1.613   0.687   0.000   0.000
   3900.0   1.264   1.171   0.000   0.000
   3950.0   0.850   1.606   0.000   0.000
   4000.0   0.483   1.904   0.000   0.000
   4050.0   0.234   2.027   0.000   0.000
   4100.0   0.082   2.055   0.000   0.000
   4150.0   0.018   2.078   0.000   0.000
   4200.0   0.000   2.097   0.000   0.000
   4250.0   0.000   2.086   0.000   0.000
   4300.0   0.000   2.056   0.000   0.000
   4350.0   0.000   2.016   0.000   0.000
   4400.0   0.000   1.964   0.000   0.000
   4450.0   0.000   1.890   0.000   0.000
   4500.0   0.000   1.792   0.000   0.000
   4550.0   0.000   1.679   0.000   0.000
   4600.0   0.000   1.560   0.000   0.000
   4650.0   0.000   1.450   0.000   0.000
   4700.0   0.000   1.346   0.002   0.000
   4750.0   0.000   1.240   0.017   0.000
   4800.0   0.000   1.128   0.085   0.000
   4850.0   0.000   1.011   0.216   0.000
   4900.0   0.000   0.894   0.440   0.000
   4950.0   0.000   0.786   0.782   0.000
   5000.0   0.000   0.685   1.205   0.000
   5050.0   0.000   0.590   1.646   0.000
   5100.0   0.000   0.496   2.046   0.000
   5150.0   0.000   0.403   2.352   0.000
   5200.0   0.000   0.320   2.546   0.000
   5250.0   0.000   0.255   2.634   0.000
   5300.0   0.000   0.200   2.648   0.000
   5350.0   0.000   0.146   2.628   0.000
   5400.0   0.000   0.094   2.578   0.000
   5450.0   0.000   0.051   2.496   0.000
   5500.0   0.000   0.021   2.384   0.030
   5550.0   0.000   0.005   2.251   0.133
   5600.0   0.000   0.001   2.106   0.381
   5650.0   0.000   0.000   1.963   0.913
   5700.0   0.000   0.000   1.819   1.747
   5750.0   0.000   0.000   1.675   2.474
   5800.0   0.000   0.000   1.527   2.738
   5850.0   0.000   0.000   1.376   2.860
   5900.0   0.000   0.000   1.228   2.957
   5950.0   0.000   0.000   1.089   2.972
   6000.0   0.000   0.000   0.959   2.958
   6050.0   0.000   0.000   0.836   2.926
   6100.0   0.000   0.000   0.721   2.887
   6150.0   0.000   0.000   0.620   2.849
   6200.0   0.000   0.000   0.526   2.810
   6250.0   0.000   0.000   0.441   2.760
   6300.0   0.000   0.000   0.362   2.710
   6350.0   0.000   0.000   0.286   2.650
   6400.0   0.000   0.000   0.218   2.589
   6450.0   0.000   0.000   0.164   2.519
   6500.0   0.000   0.000   0.122   2.445
   6550.0   0.000   0.000   0.090   2.374
   6600.0   0.000   0.000   0.068   2.297
   6650.0   0.000   0.000   0.054   2.207
   6700.0   0.000   0.000   0.045   2.120
   6750.0   0.000   0.000   0.040   2.024
   6800.0   0.000   0.000   0.035   1.940
   6850.0   0.000   0.000   0.031   1.853
   6900.0   0.000   0.000   0.024   1.768
   6950.0   0.000   0.000   0.014   1.680
   7000.0   0.000   0.000   0.003   1.592
   7050.0   0.000   0.000   0.000   1.499
   7100.0   0.000   0.000   0.000   1.412
   7150.0   0.000   0.000   0.000   1.329
   7200.0   0.000   0.000   0.000   1.251
   7250.0   0.000   0.000   0.000   1.176
   7300.0   0.000   0.000   0.000   1.102
   7350.0   0.000   0.000   0.000   1.026
   7400.0   0.000   0.000   0.000   0.958
   7450.0   0.000   0.000   0.000   0.896
   7500.0   0.000   0.000   0.000   0.834
   7550.0   0.000   0.000   0.000   0.772
   7600.0   0.000   0.000   0.000   0.713
   7650.0   0.000   0.000   0.000   0.662
   7700.0   0.000   0.000   0.000   0.613
   7750.0   0.000   0.000   0.000   0.566
   7800.0   0.000   0.000   0.000   0.522
   7850.0   0.000   0.000   0.000   0.479
   7900.0   0.000   0.000   0.000   0.438
   7950.0   0.000   0.000   0.000   0.403
   8000.0   0.000   0.000   0.000   0.364
   8050.0   0.000   0.000   0.000   0.332
   8100.0   0.000   0.000   0.000   0.302
   8150.0   0.000   0.000   0.000   0.275
   8200.0   0.000   0.000   0.000   0.252
   8250.0   0.000   0.000   0.000   0.228
   8300.0   0.000   0.000   0.000   0.201
   8350.0   0.000   0.000   0.000   0.173
   8400.0   0.000   0.000   0.000   0.151

